txn_id,account_id,merchant_id,txn_date,amount,description
T0002844,A00090,M025,04/11/24,$-105.05,PURCHASE 438772
T0002786,A00017,M031,11/13/24,-149.21,PURCHASE 111049
T0000725,A00078,M019,2024-04-20,-409.65,  PURCHASE 448583  
T0002590,A00021,M021,04/25/2025,$-44.58,PURCHASE 104657
T0001066,A00053,M007,11/24/24,-44.68,PURCHASE 633804
T0001002,A00036,M031,12/02/24,-203.10,PURCHASE 369581
T0000712,A00084,M030,02/09/2024,(297.03),  PURCHASE 765318  
T0000951,A00063,M010,07/14/2024,$-83.00,PURCHASE 297502
T0001182,A00055,M011,,-295.15,PURCHASE 156307
T0000051,A00052,M025,04/30/24,$-202.71,PURCHASE 913185
T0001681,A00087,M020,03/17/2024,-91.87,PURCHASE 296631
T0001504,A00073,M024,2024-10-21,-84.99,PURCHASE 540636
T0001443,A00082,M018,04/17/24, $-348.31 ,PURCHASE 113847
T0001943,A00083,M001,2024-08-24,-164.34,PURCHASE 887154
T0001402,A00030,M023,09/28/24,$-272.25,  PURCHASE 301765  
T0000312,A00047,M003,,$-55.88,  PURCHASE 369437  
T0001030,A00009,M030,08/02/24,-101.71,PURCHASE 897872
T0001975,A00062,M023,08/09/24,-271.66,PURCHASE 260986
T0000294,A00040,,30-Apr-2024,-117.11,PURCHASE 433955
T0000511,A00071,M016,02/11/25,-187.05,PURCHASE 120773
T0001458,A00048,M025,2024-04-23,-34.84,PURCHASE 902241
T0000237,A00030,M014,05/20/2025,-132.93,  PURCHASE 984522  
T0000005,A00080,M011,2024-07-03,-45.78,PURCHASE 565471
T0002365,A00028,M028,30-Oct-2024,$(48.15),PURCHASE 886302
T0001635,A00077,M021,2024-05-05,-241.65,PURCHASE 739379
T0002207,A00060,M014,20-Nov-2024,-199.36,PURCHASE 568449
T0002023,A00089,M031,06/29/25,"2,318.50",  PAYROLL DEP 733636  
T0001952,A00031,M015,28-Apr-2024,,PURCHASE 393407
T0002176,A00005,M028,09-Jul-2024,$-373.86,PURCHASE 878771
T0002652,A00093,M001,2024-11-03,$-243.95,PURCHASE 751635
T0001821,A00070,M028,2024-11-19,(59.22),PURCHASE 537789
T0000117,A00037,M009,09/10/2024,-225.55,PURCHASE 936124
T0001859,A00053,M012,06/03/24,-186.37,PURCHASE 330519
T0001632,A00005,M030,01/09/2025,-69.79,PURCHASE 686741
T0001062,A00022,M019,2024-12-17,(61.09),PURCHASE 731205
T0000003,A00019,M027,2025-06-11,$-229.44,PURCHASE 787584
T0001017,A00062,M020,03/01/2024,-281.09,PURCHASE 706424
T0001931,A00075,M001,01-Oct-2024,-84.74,PURCHASE 806262
T0002067,A00052,M029,10/05/2024,-344.64,PURCHASE 555856
T0000414,A00001,M002,2024-10-16,$-313.16,  PURCHASE 908323  
T0000583,A00059,M010,05/30/2024,-97.19,  PURCHASE 277795  
T0001286,A00019,M011,05/04/24,(64.92),PURCHASE 633429
T0000530,A00067,M003,09/22/24,$-49.45,PURCHASE 233606
T0002101,A00003,M020,02/03/2024, $(201.33) ,PURCHASE 819183
T0001305,A00075,M008,05/31/24,(239.26),PURCHASE 220375
T0002379,A00017,M001,02/14/2025,-405.05,  PURCHASE 690275  
T0001854,A00016,M022,27-Feb-2024,-361.31,PURCHASE 494675
T0002390,A00065,M011,03/19/2024,-209.40,PURCHASE 384870
T0002147,A00009,M010,14-Apr-2025,-46.48,PURCHASE 712139
T0002406,A00049,M031,30-May-2024,-336.30,PURCHASE 206725
T0002109,A00070,M005,,(375.62),PURCHASE 128149
T0000738,A00025,M026,28-Mar-2025,-107.47,PURCHASE 996922
T0002816,A00034,M001,2024-08-24, $-296.83 ,PURCHASE 452022
T0002614,A00071,M029,04-Dec-2024,-6.89,PURCHASE 147240
T0002346,A00040,M029,06/15/2025,$(53.76),PURCHASE 797291
T0002106,A00063,M027,03/02/2025,$-11.11,PURCHASE 956235
T0001016,A00077,M031,05/09/2024,-345.85,PURCHASE 704704
T0003187,A00025,M029,05/23/2025,-358.27,PURCHASE 866651
T0003039,A00044,M015,05/24/24,-395.50,  PURCHASE 653587  
T0002122,A00003,M003,04-Feb-2025,$(117.69),PURCHASE 627764
T0003159,A00010,M003,07/21/24, $-272.95 ,PURCHASE 577554
T0003005,A00003,M027,05/18/24,$-226.68,PURCHASE 543763
T0001830,A00033,M002,11-Jul-2024,-53.67,PURCHASE 318008
T0001492,A00017,M018,01/08/24,-204.45,PURCHASE 345868
T0002093,A00028,M011,05-Sep-2024,$-156.52,  PURCHASE 531041  
T0000508,A00056,M022,2024-02-25,$-415.15,  PURCHASE 292461  
T0001775,A00021,M026,19-May-2024,$-75.04,PURCHASE 481136
T0002055,A00067,M031,14-Aug-2024,"2,675.51",PAYROLL DEP 450165
T0001586,A00067,M031,05/07/2024,"$4,236.51",PAYROLL DEP 895206
T0001272,A00084,M027,12/15/24,$-64.54,  PURCHASE 526495  
T0000364,A00066,M020,06-Jul-2024,-316.85,  PURCHASE 818739  
T0000271,A00003,M008,08/24/2024,-289.64,PURCHASE 846606
T0002116,A00086,M005,2024-01-13,-148.12,  PURCHASE 815839  
T0003084,A00053,M017,03/18/24,$-25.86,PURCHASE 591758
T0002673,A00009,M004,24-Jan-2025,-180.91,  PURCHASE 917323  
T0002774,A00046,M020,2024-11-22, $-351.96 ,PURCHASE 310608
T0000408,A00058,M027,05/26/25,-120.18,PURCHASE 376570
T0002318,A00093,M012,18-Jun-2024,$-357.32,PURCHASE 773885
T0001012,A00010,M004,12-Apr-2024,$-409.42,PURCHASE 182668
T0002426,A00005,M010,08/10/2024,-255.84,  PURCHASE 628344  
T0001839,A00084,M005,2024-11-14, (128.13) ,PURCHASE 287782
T0000084,A00056,M018,2024-03-01,-120.21,  PURCHASE 999695  
T0000048,A00040,M011,01/25/2025,$-293.36,PURCHASE 336290
T0000761,A00012,M002,15-Feb-2025,-129.33,PURCHASE 490935
T0001918,A00049,M004,03-Sep-2024, $-147.19 ,PURCHASE 229047
T0003214,A99999,M016,05/24/2024,-10.01,PURCHASE ORPHAN
T0000892,A00083,M023,08/26/24,-36.11,PURCHASE 734868
T0001826,A00049,M004,18-Jul-2024,-337.57,PURCHASE 890954
T0002869,A00068,M009,03/12/2024,-369.35,PURCHASE 889466
T0001682,A00036,M016,02/08/2024,-128.79,  PURCHASE 277544  
T0002983,A00042,M011,03/29/2024,-226.18,PURCHASE 298907
T0000572,A00058,M031,10/23/2024,"3,724.99",PAYROLL DEP 638430
T0000907,A00084,M021,23-Jul-2024, $-81.48 ,PURCHASE 648931
T0000922,A00056,M024,03-May-2024,-400.16,PURCHASE 860017
T0000192,A00084,M020,,(277.98),PURCHASE 276831
T0000275,A00039,M025,02/11/25, -348.12 ,  PURCHASE 249149  
T0000486,A00006,M024,2025-02-11,-315.39,PURCHASE 583814
T0000528,A00004,M011,06/13/24,$-379.40,  PURCHASE 229077  
T0001941,A00033,M002,04/06/2024,-120.57,  PURCHASE 508872  
T0001615,A00065,M005,06/02/24,-372.61,PURCHASE 976583
T0001069,A00078,M031,2024-05-07," 4,067.89 ",PAYROLL DEP 691881
T0001374,A00076,M019,02/23/2024,$(247.29),PURCHASE 338944
T0000846,A00079,M005,03/19/24,-137.13,PURCHASE 922312
T0000432,A00003,M002,04/14/24,$(214.55),PURCHASE 842563
T0001099,A00003,M025,04/07/2025,-35.52,PURCHASE 616393
T0001541,A00029,M013,05/03/2025,-234.84,PURCHASE 112957
T0001618,A00053,M011,03/31/25,(133.89),PURCHASE 818789
T0003083,A00087,M027,05/17/2024,-85.73,PURCHASE 322732
T0002979,A00056,M021,2024-05-03,$-114.44,PURCHASE 847828
T0002618,A00025,M029,2025-02-13,-212.39,PURCHASE 646380
T0000410,A00050,M029,03/22/2025,-389.65,  PURCHASE 986925  
T0001191,A00004,M018,2024-07-15,-227.72,PURCHASE 669273
T0000189,A00077,M001,17-Jan-2025,$(233.82),PURCHASE 189261
T0000818,A00080,M016,01/01/2024,-378.11,  PURCHASE 201080  
T0000902,A00019,M020,03/15/25,-56.97,PURCHASE 596524
T0000087,A00032,M015,05-Apr-2024,-267.73,PURCHASE 964915
T0001250,A00077,M028,05/14/2024,-221.88,PURCHASE 305817
T0002818,A00012,M028,12/22/24,-376.48,PURCHASE 321423
T0001302,A00001,M005,02-Dec-2024,-255.47,  PURCHASE 907966  
T0003082,A00056,M031,13-Feb-2025,"4,451.85",PAYROLL DEP 400106
T0000369,A00081,M022,2024-02-14,(7.28),  PURCHASE 803175  
T0000027,A00022,M031,22-Jun-2025,-75.22,PURCHASE 774558
T0002592,A00092,M022,04-Aug-2024,(198.16),  PURCHASE 191302  
T0001351,A00079,M003,10/18/24,-400.65,PURCHASE 354313
T0000804,A00087,M002,02/19/24, (383.71) ,PURCHASE 937055
T0002956,A00087,M013,13-Feb-2024, -208.12 ,PURCHASE 403764
T0000856,A00046,M010,03-May-2024,-392.91,PURCHASE 302542
T0000433,A00037,M011,06-Jun-2024,,PURCHASE 975365
T0003024,A00009,M020,2024-10-02,-11.57,PURCHASE 176886
T0002272,A00015,,03/25/24,$-112.81,PURCHASE 400056
T0000139,A00082,M015,02/29/2024,(24.08),PURCHASE 229890
T0000590,A00007,M027,07-Mar-2025,(96.65),  PURCHASE 829937  
T0003057,A00006,M029,2025-05-21,$-41.83,  PURCHASE 927962  
T0001199,A00089,M031,05/26/2025,"$4,927.83",PAYROLL DEP 151774
T0001799,A00076,M007,03/06/2024,$-360.47,PURCHASE 866670
T0000639,A00084,M017,02-Apr-2025,-223.00,PURCHASE 336800
T0002669,A00025,M009,12/18/2024,-198.82,PURCHASE 298401
T0003158,A00057,M013,08-Jul-2024,$-328.94,PURCHASE 319928
T0002061,A00025,M006,10/25/2024,$(88.60),PURCHASE 879212
T0002965,A00043,M025,2024-04-14,-21.74,  PURCHASE 910814  
T0001722,A00073,M008,11/19/24,-404.25,PURCHASE 887869
T0001619,A00050,M019,06/10/25,(30.02),PURCHASE 899125
T0001548,A00058,M022,01/05/24,(154.99),PURCHASE 551530
T0000099,A00062,M030,,-184.18,  PURCHASE 225245  
T0000739,A00061,M006,14-Jul-2024,(392.14),PURCHASE 444406
T0002251,A00090,M013,01/07/24,-330.77,PURCHASE 883444
T0001274,A00038,M031,02/16/2024," 4,930.63 ",  PAYROLL DEP 585610  
T0002463,A00008,M004,03-May-2025,-288.91,PURCHASE 813448
T0002350,A00076,M005,03/09/24,-385.21,PURCHASE 376790
T0002613,A00015,M025,11/01/24, $-137.04 ,PURCHASE 417885
T0002408,A00061,M027,04/14/2024,$-369.05,  PURCHASE 850010  
T0001800,A00006,M018,2024-06-09,(105.66),PURCHASE 915806
T0002803,A00093,M020,02/13/2025,-376.10,PURCHASE 562886
T0002992,A00065,M030,2025-06-20,-69.57,PURCHASE 379193
T0003188,A00051,M005,06/11/2024,-13.47,PURCHASE 860035
T0000696,A00090,M011,10/16/2024,-256.11,PURCHASE 408347
T0001755,A00005,M014,05/22/24,-179.51,PURCHASE 721013
T0001329,A00078,M010,06/10/24,-51.80,PURCHASE 720140
T0002696,A00077,M028,02/29/2024,,PURCHASE 557552
T0001323,A00086,M029,11/21/24,$(321.72),PURCHASE 366891
T0001982,A00023,M004,01/20/2025,-143.76,PURCHASE 779046
T0002575,A00069,M023,2025-01-07,-51.87,PURCHASE 254453
T0000726,A00023,M016,07/31/24,-250.45,PURCHASE 897527
T0002005,A00013,M024,04/29/25,-149.92,PURCHASE 467544
T0002297,A00005,M007,22-Feb-2024,-65.71,PURCHASE 723407
T0000877,A00084,M007,01/18/2025,-166.81,PURCHASE 753887
T0001459,A00031,M031,07-Jun-2024,-269.67,PURCHASE 260965
T0002880,A00046,M016,01/25/2025,-216.84,  PURCHASE 788001  
T0000829,A00014,M007,03/05/2025,-106.66,PURCHASE 861244
T0000439,A00019,M021,2025-06-17,-69.73,PURCHASE 861800
T0000802,A00048,M027,23-Sep-2024,$-124.52,PURCHASE 429212
T0001506,A00039,M027,01/21/2024,$-355.88,PURCHASE 276894
T0000710,A00044,M017,2025-03-12,-55.62,PURCHASE 553263
T0001582,A00045,M006,10/23/2024,-365.20,PURCHASE 582543
T0001493,A00079,M015,28-Feb-2024,$-301.74,PURCHASE 627912
T0001195,A00056,M016,05-Jan-2025, -254.35 ,PURCHASE 892358
T0003175,A00002,M011,11/16/2024,-217.35,PURCHASE 197722
T0001688,A00012,M008,10/08/24,-5.12,PURCHASE 142493
T0000469,A00025,M013,02/23/24,-170.50,PURCHASE 575436
T0002258,A00059,M024,01/31/25,-228.24,PURCHASE 519452
T0001083,A00009,M025,05/23/24,-362.88,PURCHASE 615998
T0000043,A00083,M012,16-May-2024,$-52.47,PURCHASE 892911
T0000844,A00061,M031,05/28/2024,"2,628.51",PAYROLL DEP 695681
T0000444,A00046,M012,09-Jun-2024,$-387.35,PURCHASE 648171
T0002820,A00040,M021,2024-07-07,-268.23,PURCHASE 736976
T0002100,A00045,M031,02/08/2024,-384.98,PURCHASE 158528
T0002568,A00027,M017,08/23/2024,-367.45,PURCHASE 747253
T0002802,A00068,M011,05/25/25,-390.78,PURCHASE 481471
T0002502,A00064,M029,03/22/25,$-136.71,PURCHASE 619158
T0001349,A00067,M021,10/06/24,-268.40,  PURCHASE 566670  
T0001901,A00057,M008,12/08/2024,-152.04,PURCHASE 445771
T0001164,A00040,M002,03-May-2025,$-114.40,PURCHASE 709196
T0002917,A00045,M003,2024-11-28,-302.23,PURCHASE 420601
T0003086,A00034,M006,08/21/2024, -405.21 ,  PURCHASE 819363  
T0000491,A00078,M031,06/14/2025,"2,911.03",  PAYROLL DEP 879241  
T0000414,A00001,M002,2024-10-16,$-313.16,  PURCHASE 908323  
T0002250,A00028,M019,2025-01-31, $(321.09) ,PURCHASE 168264
T0002102,A00055,M006,03/15/2024, $-244.02 ,PURCHASE 126099
T0001136,A00091,M030,12/17/24,-223.66,PURCHASE 407874
T0002591,A00062,M014,2024-12-15,-312.45,PURCHASE 501674
T0002262,A00034,M017,07/11/2024,(116.51),  PURCHASE 796130  
T0002994,A00031,M030,05-Jan-2024,-357.54,PURCHASE 146688
T0000867,A00035,M009,2024-10-18,-48.24,PURCHASE 622156
T0001788,A00043,M011,12/24/2024,-401.05,PURCHASE 756208
T0000858,A00022,M003,11-Apr-2024,-279.68,PURCHASE 672922
T0001152,A00070,M014,09/29/24, $-44.77 ,  PURCHASE 568641  
T0001397,A00030,M004,01/13/2024,-395.85,PURCHASE 671422
T0000119,A00086,M031,05/17/2025,"1,990.97",PAYROLL DEP 945619
T0000822,A00061,M018,04/09/25,-186.42,PURCHASE 295370
T0001320,A00028,M025,12/17/24,-225.58,PURCHASE 361204
T0002168,A00036,M007,2024-01-12,$(291.06),  PURCHASE 404676  
T0002606,A00072,M025,2024-09-13,$-311.20,PURCHASE 489508
T0001392,A00031,M017,10/04/24, $-317.83 ,PURCHASE 936016
T0000240,A00029,M016,2025-06-17,-269.26,PURCHASE 763653
T0001608,A00013,M016,2024-01-15,-269.97,  PURCHASE 758439  
T0000120,A00048,M031,03/01/24,"3,794.47",PAYROLL DEP 491738
T0000310,A00068,M018,20-Mar-2024,(335.81),PURCHASE 637566
T0001757,A00084,M018,03/29/2024,-322.29,PURCHASE 312775
T0000169,A00005,M024,05/23/2024,$-303.89,PURCHASE 579247
T0002424,A00043,M027,06/25/2024,$(230.26),PURCHASE 752306
T0000336,A00045,M002,14-Feb-2024,-388.67,PURCHASE 856445
T0001527,A00028,M021,05/25/24, (216.09) ,PURCHASE 728177
T0002448,A00044,M001,13-Jun-2024,(120.81),PURCHASE 546698
T0000172,A00093,M013,11/25/2024,$-177.58,  PURCHASE 408463  
T0001851,A00015,M024,24-Sep-2024,-287.85,  PURCHASE 556064  
T0002193,A00090,M017,2024-10-12, -255.72 ,  PURCHASE 113379  
T0000510,A00050,M007,11/14/24,$-105.13,  PURCHASE 385066  
T0001376,A00040,M015,04/13/2025,-74.18,PURCHASE 698752
T0000370,A00051,M012,2024-10-11,-149.87,PURCHASE 959398
T0001151,A00014,M027,03/26/25,$-185.43,  PURCHASE 971044  
T0002474,A00063,M031,01/05/2025,"3,917.17",PAYROLL DEP 236502
T0000366,A00025,M023,22-Jun-2025, (232.81) ,PURCHASE 118223
T0001181,A00019,M007,11/22/24,$(328.79),PURCHASE 937738
T0003024,A00009,M020,2024-10-02,-11.57,PURCHASE 176886
T0001894,A00021,M026,2024-03-31,-306.12,PURCHASE 797732
T0000199,A00012,M013,,-408.61,PURCHASE 733561
T0001977,A00004,M019,05/12/24,-57.50,PURCHASE 337863
T0000449,A00047,M017,02/24/2024,$-81.98,PURCHASE 119895
T0001423,A00019,M007,2024-06-02,$-268.18,PURCHASE 391225
T0002136,A00084,M015,2024-06-14,$(366.71),PURCHASE 180213
T0002343,A00012,M022,2024-12-01,-292.00,PURCHASE 507026
T0001297,A00017,M019,01/30/25,$-180.90,PURCHASE 475488
T0002581,A00042,M018,01-Sep-2024,$-269.86,PURCHASE 957703
T0001568,A00060,M001,,-157.69,PURCHASE 978098
T0001962,A00012,M006,06/20/24,$-99.67,  PURCHASE 340947  
T0000111,A00086,M028,02/01/2024,-191.57,  PURCHASE 112537  
T0002381,A00001,M014,05/22/2025,-197.73,PURCHASE 667636
T0002454,A00084,M011,21-Apr-2024,-281.59,PURCHASE 835865
T0001416,A00048,M009,23-Aug-2024,$-215.61,PURCHASE 653421
T0001046,A00063,M005,05/05/24, -335.64 ,PURCHASE 278505
T0000007,A00075,M012,08/29/2024,$(154.02),PURCHASE 565504
T0001011,A00073,M003,2024-12-14,-409.63,PURCHASE 399006
T0002509,A00051,M003,2025-03-23,(196.48),PURCHASE 228625
T0002369,A00007,M001,04/08/2024,$-348.47,PURCHASE 752632
T0003003,A00016,M006,2025-03-08,(257.43),PURCHASE 595115
T0000940,A00064,M031,2024-05-15,-255.37,PURCHASE 827514
T0002332,A00021,M026,19-Jan-2025,$(67.58),PURCHASE 944386
T0000790,A00069,M007,10/11/24,$-308.80,PURCHASE 355790
T0001359,A00056,M023,03/13/25,-54.24,PURCHASE 724223
T0000479,A00024,M010,07/12/2024,(332.26),PURCHASE 712454
T0001059,A00056,M001,01/28/24,-247.40,PURCHASE 113757
T0001265,A00077,M026,2025-05-29,$-29.51,PURCHASE 661498
T0003067,A00061,M015,05/21/2025,-136.28,  PURCHASE 346129  
T0001623,A00011,M002,02/07/2024,$-192.60,PURCHASE 736166
T0001010,A00046,M018,11/20/24,$-345.84,PURCHASE 243570
T0000873,A00088,M020,01/30/2025,-164.28,PURCHASE 767625
T0000040,A00038,M007,2025-03-28, -301.95 ,PURCHASE 535604
T0000054,A00083,M027,12/11/24,-206.75,PURCHASE 246757
T0000556,A00023,M006,20-Jun-2025,-34.33,PURCHASE 491416
T0000304,A00013,M028,17-Feb-2025,$-125.68,PURCHASE 476695
T0000960,A00036,M015,02/22/25, -65.71 ,PURCHASE 315093
T0001597,A00068,M017,10/24/24,$-23.63,PURCHASE 488054
T0001530,A00068,M006,12/13/24,$-270.54,PURCHASE 721109
T0003138,A00044,M002,2024-10-13,-417.90,PURCHASE 367725
T0001159,A00018,M022,2024-03-26,-295.66,PURCHASE 253727
T0000351,A00019,M008,06/24/2024,$-204.93,PURCHASE 274444
T0000920,A00040,M004,09/11/2024,-371.80,  PURCHASE 418186  
T0000685,A00069,M017,11/22/2024,-46.53,PURCHASE 243792
T0000077,A00020,M007,2024-07-10,-193.80,PURCHASE 741003
T0000171,A00017,M014,2024-02-19,-352.79,PURCHASE 865979
T0000129,A00023,M016,25-Oct-2024,-354.85,PURCHASE 670557
T0002596,A00023,M031,23-Jun-2024,-344.01,PURCHASE 186288
T0002038,A00077,M030,27-Aug-2024,(3.53),PURCHASE 503415
T0000896,A00051,M025,31-Mar-2024, -385.11 ,PURCHASE 980515
T0001959,A00077,M031,07/05/24,(274.03),PURCHASE 599497
T0002783,A00011,M008,06/30/2024,(335.51),PURCHASE 492759
T0001281,A00025,M031,07/06/24,-361.22,PURCHASE 370816
T0002852,A00069,M014,14-Mar-2025,-414.57,PURCHASE 483259
T0001454,A00014,M023,10/15/2024,$-314.94,  PURCHASE 407059  
T0003153,A00049,M015,01/31/2025,$-139.83,PURCHASE 299793
T0000498,A00036,M015,09/05/24, $-61.49 ,PURCHASE 408433
T0000982,A00074,M014,19-Aug-2024,-204.58,  PURCHASE 720434  
T0000356,A00067,M003,2024-10-11,$-227.52,PURCHASE 433193
T0001880,A00051,M028,2024-09-04,$-24.69,PURCHASE 302576
T0000534,A00011,M030,08/03/2024,(340.94),PURCHASE 510840
T0000874,A00071,M021,08/17/2024,$-307.82,  PURCHASE 552708  
T0002257,A00015,,2025-01-19,-245.88,  PURCHASE 567654  
T0002822,A00023,M001,2024-11-19,$-289.66,PURCHASE 320994
T0002733,A00025,M025,09/14/24,-332.82,PURCHASE 225185
T0000678,A00016,M018,2024-03-01, -343.59 ,PURCHASE 944797
T0001450,A00050,M031,05/27/2025,"$2,377.04",PAYROLL DEP 514461
T0001960,A00045,M015,03/25/2025,-20.05,PURCHASE 621144
T0002629,A00025,M005,11-Jun-2025,$-8.37,PURCHASE 805271
T0002456,A00003,M006,14-Nov-2024,-336.21,PURCHASE 158681
T0001658,A00061,M013,11/07/2024, -127.43 ,PURCHASE 636869
T0000729,A00051,M015,05/04/24,-365.69,PURCHASE 246659
T0000308,A00080,M028,08-Jan-2024,-307.79,  PURCHASE 139704  
T0002064,A00029,M016,10/29/24,-108.66,PURCHASE 899048
T0000527,A00043,M015,04/23/25,$-401.26,PURCHASE 833907
T0002957,A00073,M030,2024-05-20, -111.66 ,  PURCHASE 833979  
T0001455,A00042,M020,19-Apr-2024, (340.51) ,PURCHASE 174730
T0003143,A00073,M014,12/13/2024,-33.74,PURCHASE 427213
T0000158,A00032,M030,14-Jan-2024,-49.05,PURCHASE 858724
T0002013,A00029,M001,2025-05-07,$-358.33,PURCHASE 453386
T0000627,A00077,M016,05/09/24,-86.08,PURCHASE 557244
T0000917,A00009,M007,08-Jun-2025,-80.07,PURCHASE 697905
T0001067,A00087,M018,11-May-2025,-271.61,PURCHASE 142301
T0002490,A00065,M004,2024-12-23,-156.21,PURCHASE 708524
T0000379,A00046,M004,03/16/2025, -162.97 ,PURCHASE 917241
T0002041,A00068,M022,02/01/25,-41.57,PURCHASE 230409
T0001436,A00055,M002,31-Jul-2024,-175.13,PURCHASE 252645
T0001356,A00062,M031,01/15/24, $(189.43) ,  PURCHASE 509340  
T0002872,A00041,M025,04/10/2024,-364.20,PURCHASE 401982
T0001203,A00084,,,-43.72,PURCHASE 291238
T0002785,A00038,M001,09/08/24,-388.02,PURCHASE 151503
T0001449,A00041,M014,11-Feb-2024,$-236.38,PURCHASE 857905
T0003080,A00084,M013,2024-02-05,$-258.83,PURCHASE 807906
T0001937,A00088,M007,2024-04-12, -188.38 ,PURCHASE 393033
T0001571,A00047,M005,06/30/2025,-362.89,  PURCHASE 370311  
T0000338,A00007,M015,2024-08-09,$-77.25,PURCHASE 452207
T0000235,A00003,M024,05-Oct-2024,$(224.82),PURCHASE 577461
T0001035,A00020,M029,28-Jun-2024,$(178.29),PURCHASE 833675
T0001399,A00073,M031,03/08/2024," 4,204.74 ",PAYROLL DEP 383873
T0001252,A00058,M023,04/15/2024,-83.88,  PURCHASE 526936  
T0001219,A00046,M014,18-Apr-2025,(250.55),PURCHASE 785397
T0001926,A00027,M002,02/01/24,(319.08),PURCHASE 702536
T0001694,A00025,M015,11-Feb-2024, $-221.59 ,PURCHASE 207297
T0001946,A00076,M001,24-Jun-2024, -61.63 ,PURCHASE 577621
T0001445,A00006,M020,29-Dec-2024,$-410.73,PURCHASE 767033
T0000202,A00031,M013,07/03/24,(252.93),PURCHASE 189913
T0001210,A00029,M029,01/06/24,-241.37,PURCHASE 223499
T0002317,A00047,M012,02/25/2024,-69.28,PURCHASE 752686
T0003054,A00009,M011,03/22/24,-26.33,PURCHASE 491853
T0002186,A00057,M023,30-Sep-2024,-44.28,PURCHASE 936598
T0001256,A00082,M001,2024-05-01,-211.95,PURCHASE 512359
T0001342,A00065,M029,01/29/25, -403.21 ,PURCHASE 219584
T0001507,A00069,M016,2024-09-30,-73.15,PURCHASE 700414
T0002016,A00015,M020,08/16/24,-131.11,PURCHASE 558943
T0000031,A00001,M023,04/12/24,(199.99),PURCHASE 784607
T0002858,A00080,M031,01/05/2025,"2,050.25",PAYROLL DEP 908822
T0000204,A00075,M005,2024-08-23,-48.27,PURCHASE 200976
T0002143,A00022,M027,04-Apr-2025,$-115.02,PURCHASE 963899
T0000835,A00040,M031,01/26/25," $2,166.51 ",PAYROLL DEP 350205
T0000481,A00005,M013,30-Apr-2025,$-269.09,PURCHASE 345770
T0002595,A00092,M011,01/06/2025,$-194.30,PURCHASE 469748
T0003195,A00031,M016,,(82.29),PURCHASE 381978
T0002094,A00092,M030,2024-11-12,-333.67,PURCHASE 677778
T0001215,A00061,M028,2024-05-19,(198.99),  PURCHASE 925803  
T0001381,A00021,M015,19-Jun-2024,-198.16,  PURCHASE 317816  
T0000878,A00029,M030,06/09/2024,-218.80,PURCHASE 386596
T0002110,A00005,M031,03/17/24,-179.91,PURCHASE 177878
T0002058,A00042,M001,03/15/2024,-76.06,PURCHASE 338423
T0001860,A00079,M014,04/17/25,$(75.17),PURCHASE 830459
T0002588,A00023,M027,06/15/25,$-137.30,PURCHASE 831412
T0000895,A00083,M006,09/14/24,-29.96,  PURCHASE 183835  
T0001060,A00055,M010,24-May-2025,-346.21,PURCHASE 813158
T0001124,A00012,M030,2024-07-09,(15.20),PURCHASE 531950
T0001731,A00018,M025,07/27/24,-91.62,PURCHASE 824920
T0000616,A00046,M007,10/23/24,$-95.94,PURCHASE 932308
T0002831,A00087,M004,10/15/2024,$-132.68,PURCHASE 229996
T0001532,A00092,M029,07/18/24,-113.32,PURCHASE 365375
T0001484,A00051,M027,08/24/24,$-405.79,PURCHASE 449532
T0002062,A00023,M018,09/15/2024,-61.09,  PURCHASE 594616  
T0000628,A00081,M028,06/26/24,-373.01,PURCHASE 932673
T0001328,A00009,M026,05/24/2025, $-74.10 ,  PURCHASE 669100  
T0001118,A00055,M010,27-Mar-2025,(271.19),PURCHASE 275855
T0000066,A00023,M009,01/24/2025,(128.57),PURCHASE 180657
T0001503,A00056,M004,2024-07-21, $-8.18 ,PURCHASE 243882
T0002163,A00042,M017,08/26/24,-299.09,PURCHASE 284445
T0000298,A00072,M029,12/04/2024,$(138.43),PURCHASE 395968
T0000899,A00030,M022,2025-03-20, $-380.54 ,PURCHASE 384048
T0002413,A00007,M026,10/17/2024,(409.42),PURCHASE 950209
